id,source_url,source_name,title,publication_date,targeted_vertical,country,summary,raw_excerpt,date_of_scrape,signal_type
317,https://www.partnerbase.com/orange/zscaler,Partnerbase (Orange + Zscaler channel profile),Orange + Zscaler partnership profile,2/25/2026,Finance & Insurance,Global,"Partnerbase documents Orange's Zscaler partnership and partner ecosystem; this shows Orange moves to incorporate cloud-native security fabrics into its enterprise services. However, the active vendor/carrier alliances noted elsewhere demonstrate that some competitors may reach market scale faster by executing deep global partner programmes.",Explore the partnership between Orange and Zscaler. They share 32 mutual partners.,2026-08-21T08:41:00.7681768,news
318,https://www.orangecyberdefense.com/uk/insights/news/orange-cyberdefense-wins-zscaler-emea-growth-partner-of-the-year,Orange Cyberdefense (press),Orange Cyberdefense wins Zscaler EMEA Growth Partner of the Year,3/9/2026,Retail & Customer Experience,United Kingdom,"Orange Cyberdefense receiving Zscaler EMEA Growth Partner award underscores Orange’s channel and security practice strengths. The award is evidence of Orange’s strategic alignment with cloud-native security fabrics — yet competitor carrier-vendor managed services (e.g., Deutsche Telekom + Palo Alto, Vodafone + Fortinet) are also scaling rapidly and may capture market share in regulated verticals.","Orange Cyberdefense, a leading European provider of cybersecurity services, has been named Zscaler EMEA Growth Partner of the Year.",2026-08-21T08:41:01.3591925,press_release
319,https://dih.telekom.com/en/t-systems-und-german-edge-cloud-buendeln-ihre-kraefte,Deutsche Telekom / DIH (Telekom),T-Systems and German Edge Cloud join forces,3/1/2026,Industry & Manufacturing,Germany,"T-Systems (Deutsche Telekom) and German Edge Cloud announced a go-to-market partnership to deliver industrial SaaS and edge data ecosystems for manufacturing (Catena-X integration). The collaboration bundles Telekom's connectivity and systems integration with ONCITE industrial SaaS, emphasizing low-latency edge compute, sovereign data handling and rapid deployment for smart factories—positioning Telekom ahead of legacy carrier playbooks that lack integrated industrial SaaS + edge stack offerings.","The partnership combines T-Systems’ integration, onboarding and connectivity capabilities across data ecosystems including Catena-X with German Edge Cloud’s ONCITE industrial SaaS solution.",2026-08-21T08:46:57.4109305,news
320,https://mwc.telekom.com/session/european-edge-continuum-connecting-europe-through-federated-edge-innovation,Deutsche Telekom - MWC Session Page,European Edge Continuum - Connecting Europe through federated edge innovation,2/3/2026,Industry & Manufacturing,Europe,"Session brief for MWC 2026 describing the European Edge Continuum, a cross-operator federated edge initiative (IPCEI-CIS / 8ra) enabling developers to deploy cloud-native, low-latency workloads across operator boundaries. The initiative demonstrates coordinated edge orchestration, a federated microservices model and data sovereignty controls—showing competitors to Orange moving aggressively on pan?European federated edge rather than single-operator edge approaches.","European Edge Continuum? - Connecting Europe through federated edge innovation Together with TIM, Telefonica, Orange and Vodafone DT is bringing a European Edge Cloud Continuum to live.",2026-08-21T08:46:58.7224861,news
321,https://www.telekom.com/de/medien/medieninformationen/detail/ki-turbo-nvidia-und-deutsche-telekom-1093524,Deutsche Telekom - Media (DE),NVIDIA and Deutsche Telekom build industrial AI cloud for European manufacturers,9/15/2025,Industry & Manufacturing,Germany,Deutsche Telekom and NVIDIA announced creating an industrial AI cloud (AI Gigafactory) for European manufacturers to accelerate on-prem and edge AI workloads. The program targets integrated GPU-accelerated edge/cloud stacks for real-time industrial AI—advancing Telekom's proposition above typical carrier offerings by bundling hardware-accelerated AI platforms with connectivity and industrial SaaS.,NVIDIA und Deutsche Telekom bauen die weltweit erste industrielle KI-Cloud für europäische Hersteller auf deutschem Boden auf.,2026-08-21T08:46:59.9536266,news
322,https://vb2b.vodafone.com/business/news-and-insights/case-studies,Vodafone Business - Case Studies,Case studies - Vodafone 5G Campus and manufacturing deployments,6/1/2026,Industry & Manufacturing,Global,"Vodafone Business case studies document 5G campus network rollouts for manufacturers like BASF Schwarzheide, combining private 5G, MEC and operational systems. The operational evidence illustrates Vodafone's faster real-world adoption of private networks plus edge compute to digitize factories—demonstrating competitor pace and depth versus Orange's typical enterprise offers.","Discover how the Vodafone 5G Campus Network creates robust connectivity across BASF Schwarzheide’s site, supporting business-critical use cases.",2026-08-21T08:47:00.8213748,news
323,https://www.telefonica.com/en/communication-room/press-room/telefonica-presents-its-gps-plan-and-targets-fcf-of-e5000-million-by-2026/,Telefónica - Press Room,"Telefónica presents its GPS plan and targets FCF of €5,000 million by 2026",3/28/2024,IT Services & Cloud Integration,Global,"Telefónica's strategic GPS plan (Growth, Profitability and Sustainability) outlines investment priorities through 2026, including cloud and connectivity convergence, operational AI and monetization of digital services. The plan signals Telefónica's focus on cloud services, enterprise digital transformation and edge/cloud integration—areas where Telefónica is shifting faster toward platform plays compared with more connectivity-centric legacy carriers.","Growth, Profitability and Sustainability (GPS) are the cornerstones of Telefónica’s new strategic plan to lead in the digital era.",2026-08-21T08:47:01.5723020,press_release
324,https://globalsolutions.telefonica.com/en/news/predicts-2026-transformation-of-network-infrastructure-operations-and-services/,Telefónica Global Solutions,"Predicts 2026: Transformation of Network Infrastructure, Operations and Services",3/10/2026,IT Services & Cloud Integration,Global,"Telefónica Global Solutions published a 'Predicts 2026' briefing describing transformations in network infrastructure and operations, highlighting automation, cloud-native network functions, operational AI and edge distribution. The piece argues that operator partners and hyperscalers offering programmable, microservices-driven network stacks will outpace legacy carriers that maintain monolithic infrastructure.",Networking is going through a significant transformation that will have impacts across multiple markets.,2026-08-21T08:47:02.3205066,news
325,https://investors.att.com/~/media/Files/A/ATT-IR-V2/financial-reports/quarterly-earnings/2026/2Q-2026/2Q26_ATT_Earnings_Slides.pdf,AT&T Investors - 2Q 2026 Earnings Slides,AT&T 2Q 2026 Earnings Slides,7/22/2026,FMCG / Retail & Customer Experience,United States,"AT&T's Q2 2026 earnings slides show material growth in fiber and fixed wireless advanced connectivity, plus references to discontinuing legacy wire center services and accelerating fiber rollouts. The investor materials demonstrate AT&T's faster execution on proprietary fiber/fixed network expansion and integrated consumer-business convergence to capture retail and FMCG digital distribution channels—outpacing carriers with slower fiber strategies.",Advanced Connectivity | Financials +5.1% Service Revenue Growth YoY... Total Fiber Locations Reached* (M) Internet Connections (M) Organic Consumer Fiber Penetration*,2026-08-21T08:47:03.8249915,press_release
326,https://about.att.com/story/2026/2q-earnings.html,AT&T - Company News,AT&T Delivers Strong Second-Quarter Results,7/22/2026,Retail & Customer Experience,United States,"AT&T announced record fiber and fixed wireless net adds in Q2 2026, and reiterated investment-led strategy driving advanced connectivity. The company stresses rapid network rollout and customer convergence initiatives that enable differentiated retail and FMCG digital experiences via owned fiber—demonstrating speed and scale advantages relative to carriers more reliant on wholesale access.","AT&T adds more than 1 million Advanced Connectivity customers, driven by year-over-year increases in net adds across fiber, fixed wireless, and postpaid phone subscribers.",2026-08-21T08:47:04.5010998,news
